Compound,Chemical Formula,Compounds - proteins that bind compound,Compounds - enzymes activated or inhibited,Pathways of compound,Reactions that consume compound,Reactions that produce compound,SMILES,MW
CPD-12231,C135H214N16O49P2,NA,NA,NA,NA,NA,CC(C)=CCCC(C)=CCCC(C)=CCCC(=CCCC(=CCCC(=CCCC(C)=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(OP([O-])(=O)OC4(C(NC(=O)C)C(OC(C)C(=O)NC(C)C(=O)NC(C(=O)[O-])CCC(=O)NC(CCCC([N+])C(=O)[O-])C(NC(C)C(=O)NC(C)C([O-])=O)=O)C(OC3(OC(CO)C(OC2(C(NC(=O)C)C(OC(C)C(=O)NC(C)C(=O)NC(C(=O)[O-])CCC(=O)NC(CCCC([N+])C(=O)[O-])C(NC(C)C(=O)NC(C)C([O-])=O)=O)C(OC1(OC(CO)C(O)C(O)C(NC(=O)C)1))C(CO)O2))C(O)C(NC(=O)C)3))C(CO)O4))([O-])=O)C)C)C)C)C)C)C,2913.484681
CPD0-2238,C131H231N2O60P3,NA,NA,NA,NA,NA,CCCCCCCCCCCCCC(=O)OC(CC(OC2(C(C(OCC1(OC(OP([O-])(=O)[O-])C(NC(=O)CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C(O)1))OC(C2OP([O-])([O-])=O)COC7(C([O-])=O)(OC(C(O)CO)C(OC5(OC(C(CO)O)C(C(OC4(OC(C(COC3(OC(C(O)CO)C(O)C(O)C(O)3))O)C(C(O)C4O)OP([O-])(=O)[O-]))C5O)O))C(OC6(C(=O)[O-])(OC(C(O)CO)C(O)C(O)C6))C7))NC(CC(CCCCCCCCCCC)OC(CCCCCCCCCCC)=O)=O))=O)CCCCCCCCCCC,2893.492493
CPD0-933,C130H229N2O59P3,NA,NA,LIPA-CORESYN-PWY // LPSSYN-PWY,RXN0-5122,RXN0-5121,CCCCCCCCCCCCCC(=O)OC(CC(OC2(C(C(OCC1(OC(OP([O-])(=O)[O-])C(NC(=O)CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C(O)1))OC(C2OP([O-])([O-])=O)COC7(C([O-])=O)(OC(C(O)CO)C(OC5(OC(C(CO)O)C(C(OC4(OC(C(CO)O)C(C(OC3(C(C(C(C(CO)O3)O)O)O))C4O)O))C5O)OP([O-])(=O)[O-]))C(OC6(C(=O)[O-])(OC(C(O)CO)C(O)C(O)C6))C7))NC(CC(CCCCCCCCCCC)OC(CCCCCCCCCCC)=O)=O))=O)CCCCCCCCCCC,2863.481928
CPD0-2296,C114H178N22O59,NA,NA,NA,NA,NA,CC(C(=O)NC(C(=O)O)C)NC(=O)C2(CCCC(C(=O)O)NC(=O)C(C)NC(=O)C5(CCCC(C(=O)O)NC(=O)C(C)NC(=O)C(CCCC(C(=O)O)N)NC(=O)C(CCC(O)=O)NC(=O)C(C)NC(=O)C(C)OC8(C(OC1(C(NC(C)=O)C(O)C(O)C(CO)O1))C(CO)OC(OC7(C(CO)OC(OC6(C(CO)OC(OC4(C(CO)OC(OC3(C(CO)OC=C(NC(=O)C)C(OC(C(NC(C(NC(C(N2)=O)CCC(O)=O)=O)C)=O)C)3))C(NC(=O)C)C(O)4))C(NC(C)=O)C(OC(C(NC(C(=O)NC(C(N5)=O)CCC(O)=O)C)=O)C)6))C(NC(C)=O)C(O)7))C(NC(C)=O)8))),2799.160447
CPD0-932,C130H230N2O56P2,NA,NA,LIPA-CORESYN-PWY // LPSSYN-PWY,RXN0-5121,RXN0-5120,CCCCCCCCCCCCCC(=O)OC(CC(OC2(C(C(OCC1(OC(OP([O-])(=O)[O-])C(NC(=O)CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C(O)1))OC(C2OP([O-])([O-])=O)COC7(C([O-])=O)(OC(C(O)CO)C(OC5(OC(C(CO)O)C(C(OC4(OC(C(CO)O)C(C(OC3(C(C(C(C(CO)O3)O)O)O))C4O)O))C5O)O))C(OC6(C(=O)[O-])(OC(C(O)CO)C(O)C(O)C6))C7))NC(CC(CCCCCCCCCCC)OC(CCCCCCCCCCC)=O)=O))=O)CCCCCCCCCCC,2783.515597
CPD0-2139,C127H198N9O52P2,NA,NA,NA,NA,NA,CC(C)=CCCC(C)=CCCC(C)=CCCC(=CCCC(=CCCC(=CCCC(C)=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)([O-])OP(=O)([O-])OC9(OC(CO)C(OC8(OC(C(=O)[O-])C(OC7(OC(C)C(NC(C)=O)C(OC6(OC(CO)C(OC5(OC(C(=O)[O-])C(OC4(OC(C)C(NC(C)=O)C(OC3(OC(CO)C(OC2(OC(C(=O)[O-])C(OC1(OC(C)C(NC(C)=O)C(O)C(O)1))C(O)C(NC(C)=O)2))C(O)C(NC(C)=O)3))C(O)4))C(O)C(NC(C)=O)5))C(O)C(NC(C)=O)6))C(O)7))C(O)C(NC(C)=O)8))C(O)C(NC(C)=O)9))C)C)C)C)C)C)C,2748.299231
CPD0-2266,C111H169N21O59,NA,NA,NA,NA,NA,CC2(C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCC(NC(=O)C(C)NC(=O)C(CCCC([N+])C(=O)[O-])NC(=O)C(CCC(=O)[O-])NC(=O)C(C)NC(=O)C(C)OC7(C(NC(=O)C)C(OC1(C(CO)OC(C(NC(=O)C)C(O)1)OC3(C(CO)OC=C(NC(=O)C)C(OC(C)C(=O)N2)3)))OC(CO)C(OC6(OC(C(OC5(OC(CO)C(OC4(OC(C(O)C(O)C(NC(=O)C)4)CO))C(OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCC([N+])C(=O)[O-])C(=O)NC(C)C([O-])=O)C(NC(=O)C)5))C(O)C(NC(=O)C)6)CO))7))C(=O)[O-])C(=O)NC(C)C([O-])=O),2748.149547
CPD0-2288,C111H167N21O58,NA,NA,NA,NA,NA,CC2(C(=O)NC(C(NC(CCCC(C(=O)[O-])NC(=O)C(C)NC(=O)C5(CCCC(NC(C(NC(=O)C(CCCC(C(=O)[O-])[N+])NC(=O)C(CCC([O-])=O)NC(=O)C(C)NC(=O)C(C)OC8(C(OC1(C([N-]C(=[O+])C)C(O)C(O)C(CO)O1))C(CO)OC(OC7(C(CO)OC(OC6(C(CO)OC(OC4(C(CO)OC(OC3(C(CO)OC=C(NC(C)=O)C(OC(C(=O)N2)C)3))C(NC(C)=O)C(O)4))C(NC(C)=O)C(OC(C(NC(C(NC(C(N5)=O)CCC(=O)[O-])=O)C)=O)C)6))C(NC(C)=O)C(O)7))C(NC(C)=O)8))C)=O)C(=O)[O-]))C(NC(C([O-])=O)C)=O)=O)CCC([O-])=O),2730.138983
CPD0-2240,C124H219N2O54P3,NA,NA,NA,NA,NA,CCCCCCCCCCCCCC(=O)OC(CC(OC2(C(C(OCC1(OC(OP([O-])(=O)[O-])C(NC(=O)CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C(O)1))OC(C2OP([O-])([O-])=O)COC6(C([O-])=O)(OC(C(O)CO)C(OC4(OC(C(CO)O)C(C(OC3(OC(C(CO)O)C(C(O)C3O)OP([O-])(=O)[O-]))C4O)O))C(OC5(C(=O)[O-])(OC(C(O)CO)C(O)C(O)C5))C6))NC(CC(CCCCCCCCCCC)OC(CCCCCCCCCCC)=O)=O))=O)CCCCCCCCCCC,2701.429104
CPD0-2268,C123H200N2O57P2,NA,NA,NA,NA,NA,CC(C)=CCCC(C)=CCCC(C)=CCCC(=CCCC(=CCCC(=CCCC(C)=CCCC(=CCCC(=CCCC(=CCCC(=CCOP([O-])(=O)OP([O-])(=O)OC9(OC(C(O)C(OC8(C(OC(C)=O)C(OC7(OC(COC6(C(OC4(OC(C(O)C(OC3(C(OC(C)=O)C(OC2(OC(COC1(C(O)C(O)[CH](C(CO)O)O1))C(O)C(O)C(O)2))C(O)C(C)O3))C(NC(=O)C)4)COC5(C(O)C(O)C(O)C(CO)O5)))C(O)[CH](C(CO)O)O6))C(O)C(O)C(O)7))C(O)C(C)O8))C(NC(=O)C)9)COC%10(C(O)C(O)C(O)C(CO)O%10)))C)C)C)C)C)C)C,2681.244461
CPD0-930,C124H220N2O51P2,NA,NA,LIPA-CORESYN-PWY // LPSSYN-PWY,RXN0-5120,RXN0-5061,CCCCCCCCCCCCCC(=O)OC(CC(OC2(C(C(OCC1(OC(OP([O-])(=O)[O-])C(NC(=O)CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C(O)1))OC(C2OP([O-])([O-])=O)COC6(C([O-])=O)(OC(C(O)CO)C(OC4(OC(C(CO)O)C(C(OC3(OC(C(CO)O)C(C(O)C3O)O))C4O)O))C(OC5(C(=O)[O-])(OC(C(O)CO)C(O)C(O)C5))C6))NC(CC(CCCCCCCCCCC)OC(CCCCCCCCCCC)=O)=O))=O)CCCCCCCCCCC,2621.462774
CPD0-929,C117H208N2O45P2,NA,NA,LIPA-CORESYN-PWY // LPSSYN-PWY,RXN0-5061,RXN0-5118,CCCCCCCCCCCCCC(=O)OC(CC(OC2(C(C(OCC1(OC(OP([O-])(=O)[O-])C(NC(=O)CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C(O)1))OC(C2OP([O-])([O-])=O)COC5(C([O-])=O)(OC(C(O)CO)C(OC3(OC(C(CO)O)C(C(O)C3O)O))C(OC4(C(=O)[O-])(OC(C(O)CO)C(O)C(O)C4))C5))NC(CC(CCCCCCCCCCC)OC(CCCCCCCCCCC)=O)=O))=O)CCCCCCCCCCC,2429.399386
L-ARA4N-MODIFIED-KDO2-LIPID-A,C115H207N3O42P2,NA,NA,PWY0-1338,NA,RXN0-2001,CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC4(C(C(OCC1(OC(OP([O-])([O-])=O)C(NC(CC(O)CCCCCCCCCCC)=O)C(OC(CC(O)CCCCCCCCCCC)=O)C(O)1))OC(COC3(C([O-])=O)(O[CH](C(CO)O)C(O)C(OC2(C([O-])=O)(O[CH](C(CO)O)C(O)C(O)C2))C3))C4OP([O-])(OC5(C(C(C(CO5)[N+])O)O))=O)NC(CC(OC(CCCCCCCCCCC)=O)CCCCCCCCCCC)=O),2369.402066
CPD-11653,C112H202N3O42P3,NA,NA,NA,NA,RXN-16286,CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC4(C(C(OCC1(OC(OP([O-])([O-])=O)C(NC(CC(O)CCCCCCCCCCC)=O)C(OC(CC(O)CCCCCCCCCCC)=O)C(O)1))OC(COC3(C([O-])=O)(O[CH](C(CO)O)C(O)C(OC2(C([O-])=O)(O[CH](C(CO)OP([O-])(=O)OCC[N+])C(O)C(O)C2))C3))C4OP([O-])([O-])=O)NC(CC(OC(CCCCCCCCCCC)=O)CCCCCCCCCCC)=O),2361.352352
CPD-17530,C110H196N2O42P3,NA,NA,NA,NA,RXN-16281,CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC4(C(C(OCC1(OC(OP(OP([O-])([O-])=O)([O-])=O)C(NC(CC(O)CCCCCCCCCCC)=O)C(OC(CC(O)CCCCCCCCCCC)=O)C(O)1))OC(COC3(C([O-])=O)(O[CH](C(CO)O)C(O)C(OC2(C([O-])=O)(O[CH](C(CO)O)C(O)C(O)C2))C3))C4OP([O-])([O-])=O)NC(CC(OC(CCCCCCCCCCC)=O)CCCCCCCCCCC)=O),2317.302328
KDO2-LIPID-IVA-COLD,C114H202N2O39P2,NA,NA,KDO-NAGLIPASYN-PWY,NA,MYRPALMTRAN-RXN,CCCCCCC=CCCCCCCCC(OC(CCCCCCCCCCC)CC(=O)NC3(C(OC(COC1(CC(C(C(O1)C(CO)O)O)OC2(CC(C(C(O2)C(CO)O)O)O)C(=O)[O-])C(=O)[O-])C(OP(=O)([O-])[O-])C(OC(=O)CC(OC(=O)CCCCCCCCCCCCC)CCCCCCCCCCC)3)OCC4(C(C(C(C(OP([O-])(=O)[O-])O4)NC(CC(CCCCCCCCCCC)O)=O)OC(CC(CCCCCCCCCCC)O)=O)O)))=O,2291.382948
KDO2-LIPID-A,C110H196N2O39P2,NA,KDOTRANS-MONOMER // KDOTRANS-MONOMER,KDO-LIPASYN-PWY // KDO-NAGLIPASYN-PWY // PWY0-1338 // LIPA-CORESYN-PWY // LPSSYN-PWY,RXN0-2001 // RXN0-5118 // RXN-16286 // RXN-16281,MYRISTOYLACYLTRAN-RXN,CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC4(C(C(OCC1(OC(OP([O-])([O-])=O)C(NC(CC(O)CCCCCCCCCCC)=O)C(OC(CC(O)CCCCCCCCCCC)=O)C(O)1))OC(COC3(C([O-])=O)(O[CH](C(CO)O)C(O)C(OC2(C([O-])=O)(O[CH](C(CO)O)C(O)C(O)C2))C3))C4OP([O-])([O-])=O)NC(CC(OC(CCCCCCCCCCC)=O)CCCCCCCCCCC)=O),2237.335998
CPD0-2135,C103H162N6O37P2,NA,NA,NA,NA,NA,CC(C)=CCCC(C)=CCCC(C)=CCCC(=CCCC(=CCCC(=CCCC(C)=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)([O-])OP(=O)([O-])OC6(OC(CO)C(OC5(OC(C(=O)[O-])C(OC4(OC(C)C(NC(C)=O)C(OC3(OC(CO)C(OC2(OC(C(=O)[O-])C(OC1(OC(C)C(NC(C)=O)C(O)C(O)1))C(O)C(NC(C)=O)2))C(O)C(NC(C)=O)3))C(O)4))C(O)C(NC(C)=O)5))C(O)C(NC(C)=O)6))C)C)C)C)C)C)C,2141.076763
CPD0-2265,C100H178N2O38P2,NA,NA,NA,NA,NA,CCCCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)NC3(C(OC(COC1(CC(C(C(O1)C(CO)O)O)OC2(CC(C(C(O2)C(CO)O)O)O)C(=O)[O-])C(=O)[O-])C(OP(=O)([O-])[O-])C(OC(=O)CC(O)CCCCCCCCCCC)3)OCC4(C(C(C(C(OP([O-])(=O)[O-])O4)NC(CC(CCCCCCCCCCC)O)=O)OC(CC(CCCCCCCCCCC)O)=O)O)),2083.200233
KDO2-PALMITOLEOYL-LIPID-IVA,C100H176N2O38P2,NA,NA,KDO-NAGLIPASYN-PWY,MYRPALMTRAN-RXN,PALMITOTRANS-RXN,CCCCCCC=CCCCCCCCC(OC(CCCCCCCCCCC)CC(=O)NC4(C(OCC1(OC(OP([O-])([O-])=O)C(NC(CC(O)CCCCCCCCCCC)=O)C(OC(CC(O)CCCCCCCCCCC)=O)C(O)1))OC(COC3(C([O-])=O)(O[CH](C(CO)O)C(O)C(OC2(C([O-])=O)(O[CH](C(CO)O)C(O)C(O)C2))C3))C(C4OC(CC(O)CCCCCCCCCCC)=O)OP([O-])([O-])=O))=O,2081.184583
CPD0-2606,C95H112N8O44,NA,CPLX0-8178 // CPLX0-8178,NA,NA,NA,CC%10(=C%11(OC%17(C(O)=CC=C(C([N+])C(=O)NC%12(C(C%16(=CC=C(OC9(=C(OC3(OC(C(O)C(O)C(OC2(OC(C(C(C(OC1(C(O)C(O)C(O)CO1))2)O)O)CO))3)COC4(C(O)C(O)C(O)C(C)O4)))C8(OC5(=CC=C(C=C5)C(OC6(OC(C)C(O)C([N+])C6))C%13(C(=O)N[CH](C%15(=CC(O)=CC(OC7(C(O)C(C(C(CO)O7)O)O))=C(C%14(C(O)=CC=C(C(NC(=O)C(C(C=8)=C9)NC(=O)C(C(C=C(O)%10)=C%11)NC(=O)%12)C(=O)N%13)C=%14))%15))C(OC)=O)))))C=C%16))O))C=%17))),2068.677239
CPD-12284,C92H159N2O44P2,NA,NA,NA,NA,RXN-11326,CCCCCCCCCCCC(CC(NC1(C(C(C(OC1OP([O-])(=O)[O-])COC5(OC(COC2(CC(C(C(O2)C(CO)O)O)OC3(CC(C(C(O3)C(CO)O)O)OC4(CC(O)C(C(O4)C(CO)O)O)C(=O)[O-])C(=O)[O-])C(=O)[O-])C(OP(=O)([O-])[O-])C(OC(=O)CC(O)CCCCCCCCCCC)C(NC(=O)CC(O)CCCCCCCCCCC)5))O)OC(CC(CCCCCCCCCCC)O)=O))=O)O,2065.02887
HEPTOSYL-KDO2-LIPID-IVA,C91H160N2O43P2,NA,NA,NA,NA,RXN0-5057,CCCCCCCCCCCC(O)CC(=O)NC5(C(OC(COC1(C(C(C(C(O1)COC4(C([O-])=O)(OC(C(O)CO)C(OC2(OC(C(CO)O)C(C(O)C2O)O))C(OC3(C([O-])=O)(OC(C(O)CO)C(O)C(O)C3))C4))OP([O-])([O-])=O)OC(CC(CCCCCCCCCCC)O)=O)NC(CC(CCCCCCCCCCC)O)=O))C(O)C(OC(=O)CC(O)CCCCCCCCCCC)5)OP([O-])(=O)[O-]),2037.033955
KDO2-LAUROYL-LIPID-IVA,C96H170N2O38P2,NA,NA,KDO-LIPASYN-PWY // LPSSYN-PWY // KDO-NAGLIPASYN-PWY,MYRISTOYLACYLTRAN-RXN,LAUROYLACYLTRAN-RXN,CCCCCCCCCCCC(O)CC(=O)NC1(C(OP([O-])([O-])=O)OC(C(O)C(OC(CC(O)CCCCCCCCCCC)=O)1)COC2(C(NC(CC(OC(CCCCCCCCCCC)=O)CCCCCCCCCCC)=O)C(OC(CC(O)CCCCCCCCCCC)=O)C(C(O2)COC4(C([O-])=O)(O[CH](C(CO)O)C(O)C(OC3(C([O-])=O)(O[CH](C(CO)O)C(O)C(O)C3))C4))OP([O-])([O-])=O)),2027.137632
D-aspartate-peptidoglycan,C98H157N9O29P2,NA,NA,NA,NA,NA,CC(C)=CCCC(C)=CCCC(C)=CCCC(=CCCC(=CCCC(=CCCC(C)=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(OP([O-])(=O)OC2(C(NC(=O)C)C(OC(C)C(=O)NC(C)C(=O)NC(C(=O)[O-])CCC(=O)NC(CCCCNC(CC([N+])C([O-])=O)=O)C(NC(C)C(=O)NC(C)C([O-])=O)=O)C(OC1(OC(CO)C(O)C(O)C(NC(=O)C)1))C(CO)O2))([O-])=O)C)C)C)C)C)C)C,1991.095368
PHOSPHATIDYLETHANOLAMINE-KDO2,C86H154N3O40P3,NA,NA,NA,NA,RXN0-4581,CCCCCCCCCCCC(O)CC(=O)NC1(C(OP([O-])([O-])=O)OC(C(O)C(OC(CC(O)CCCCCCCCCCC)=O)1)COC2(C(NC(CC(O)CCCCCCCCCCC)=O)C(OC(CC(O)CCCCCCCCCCC)=O)C(C(O2)COC4(C([O-])=O)(O[CH](C(CO)O)C(O)C(OC3(C([O-])=O)(O[CH](C(CO)OP([O-])(=O)OCC[N+])C(O)C(O)C3))C4))OP([O-])([O-])=O)),1968.986922
C6,C95H152N8O28P2,NA,NA,PEPTIDOGLYCANSYN-PWY // PWY0-1586,RXN-16650 // TRANS-RXN0-286,TRANS-RXN0-286 // NACGLCTRANS-RXN,CC(C)=CCCC(C)=CCCC(C)=CCCC(=CCCC(=CCCC(=CCCC(C)=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(OP([O-])(=O)OC2(C(NC(=O)C)C(OC(C)C(=O)NC(C)C(=O)NC(C(=O)[O-])CCC(=O)NC(CCCC([N+])C([O-])=O)C(NC(C)C(=O)NC(C)C([O-])=O)=O)C(OC1(OC(CO)C(O)C(O)C(NC(=O)C)1))C(CO)O2))([O-])=O)C)C)C)C)C)C)C,1920.058255
CPD-12251,C88H99N9O35Cl2,NA,CPLX0-8178,NA,NA,NA,CC(C)CCCCCCC(NC%13(C(OC1(C9(=CC=CC=1OC2(C=CC(=CC=2Cl)C(C4(C(NC(C(=O)[O-])C%10(C=C(C=C(C(C3(=C(C(=CC(=C3)C(C(N4)=O)NC(CNC(C7(C5(C=C(C=C(C=5)OC6(=C(C=CC(=C6)C(C(NC(C(N7)=O)C(C8(C=CC(=CC=8Cl)O9))O)=O)[N+])O))O)))=O)=O)O)O))=%10)OC%11(C(C(C(C(CO)O%11)O)O)O))O))=O))OC%12(C(C(C(C(CO)O%12)O)O)NC(C)=O)))))OC(CO)C(C%13O)O))=O,1912.569886
CPD0-2278,C77H121N15O40,NA,NA,NA,NA,NA,CC(C(=O)NC(C(O)=O)C)NC(=O)C2(CCCC(C(=O)O)NC(C(C)NC(C(CCCC(N)C(=O)O)NC(C(NC(=O)C(NC(C(OC5(C(OC1(C(NC(=O)C)C(O)C(O)C(CO)O1))C(CO)OC(OC4(C(CO)OC(OC3(C(CO)OC=C(NC(=O)C)C(OC(C(NC(C(=O)NC(C(N2)=O)CCC(O)=O)C)=O)C)3))C(NC(C)=O)C(O)4))C(NC(C)=O)5))C)=O)C)CCC(O)=O)=O)=O)=O),1895.789524
CPD-18808,C92H147N7O27P2,NA,NA,NA,NA,RXN-17393,CC(C)=CCCC(C)=CCCC(C)=CCCC(=CCCC(=CCCC(=CCCC(C)=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)([O-])OP(=O)([O-])OC2(C(NC(=O)C)C(OC(C)C(=O)NC(C)C(=O)NC(C(=O)[O-])CCC(=O)NC(CCCC([N+])C(=O)[O-])C(NC(C)C([O-])=O)=O)C(OC1(OC(CO)C(O)C(O)C(NC(=O)C)1))C(CO)O2))C)C)C)C)C)C)C,1849.021141
KDO2-LIPID-IVA,C84H148N2O37P2,NA,KDOTRANS-MONOMER // KDOTRANS-MONOMER,KDOSYN-PWY // KDO-LIPASYN-PWY // LPSSYN-PWY // KDO-NAGLIPASYN-PWY,RXN0-5057 // RXN0-4581 // RXN-11326 // PALMITOTRANS-RXN // LAUROYLACYLTRAN-RXN,KDOTRANS2-RXN,CCCCCCCCCCCC(O)CC(=O)NC1(C(OP([O-])([O-])=O)OC(C(O)C(OC(CC(O)CCCCCCCCCCC)=O)1)COC2(C(NC(CC(O)CCCCCCCCCCC)=O)C(OC(CC(O)CCCCCCCCCCC)=O)C(C(O2)COC4(C([O-])=O)(O[CH](C(CO)O)C(O)C(OC3(C([O-])=O)(O[CH](C(CO)O)C(O)C(O)C3))C4))OP([O-])([O-])=O)),1844.970567
CPD0-2270,C74H111N14O39,NA,NA,NA,NA,NA,CC2(C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCC(NC(=O)C(C)NC(=O)C(CCCC(N)C(=O)[O-])NC(=O)C(CCC(=O)[O-])NC(=O)C(C)NC(=O)C(C)OC5(C(NC(=O)C)C(OC1(C(CO)OC(C(NC(=O)C)C(O)1)OC3(C(CO)OC=C(NC(=O)C)C(OC(C)C(=O)N2)3)))OC(CO)C(OC4(OC(C(O)C(O)C(NC(=O)C)4)CO))5))C(=O)[O-])C(=O)NC(C)C([O-])=O),1824.75241
CPD0-2212,C74H114N14O39,NA,NA,NA,NA,NA,CC(C(=O)NC(C)C(=O)O)NC(=O)C2(CCCC(NC(=O)C(CCCC(N)C(=O)O)NC(=O)C(CCC(=O)[O-])NC(C(C)NC(=O)C(C)OC5(C(OC1(OC(CO)C(O)C(O)C(NC(=O)C)1))C(CO)OC(OC4(C(O)C(NC(=O)C)C(OC3(C(CO)OC=C(NC(C)=O)C(OC(C(NC(C(=O)NC(CCC(O)=O)C(=O)N2)C)=O)C)3))OC(CO)4))C(NC(C)=O)5))=O)C(=O)[O-]),1824.75241
CPD0-2279,C89H145NO32P2,NA,NA,NA,NA,NA,CC(C)=CCCC(C)=CCCC(C)=CCCC(=CCCC(=CCCC(=CCCC(C)=CCCC(=CCCC(=CCCC(=CCCC(=CCOP([O-])(=O)OP([O-])(=O)OC4(OC(C(O)C(OC3(C(OC(C)=O)C(OC2(OC(COC1(C(O)C(O)[CH](C(CO)O)O1))C(O)C(O)C(O)2))C(O)C(C)O3))C(NC(=O)C)4)COC5(C(O)C(O)C(O)C(CO)O5)))C)C)C)C)C)C)C,1803.938145
CPD0-1283,C94H174N2O25P2,NA,KDOTRANS-MONOMER // KDOTRANS-MONOMER,NA,NA,NA,CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC2(C(C(OCC1(OC(OP(=O)([O-])[O-])C(NC(CC(O)CCCCCCCCCCC)=O)C(OC(CC(O)CCCCCCCCCCC)=O)C(O)1))OC(CO)C2OP([O-])([O-])=O)NC(CC(OC(CCCCCCCCCCC)=O)CCCCCCCCCCC)=O),1797.219392
CPD0-2273,C71H107N13O38,NA,NA,NA,NA,NA,CC2(C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCC(NC(=O)C(C)NC(=O)C(CCCC(N)C(=O)[O-])NC(=O)C(CCC(=O)[O-])NC(=O)C(C)NC(=O)C(C)OC5(C(NC(=O)C)C(OC1(C(CO)OC(C(NC(=O)C)C(O)1)OC3(C(CO)OC=C(NC(=O)C)C(OC(C)C(=O)N2)3)))OC(CO)C(OC4(OC(C(O)C(O)C(NC(=O)C)4)CO))5))C(=O)[O-])C(O)=O),1753.715296
C5,C87H139N7O23P2,NA,NA,PEPTIDOGLYCANSYN-PWY,NACGLCTRANS-RXN,PHOSNACMURPENTATRANS-RXN,CC(C)=CCCC(C)=CCCC(C)=CCCC(=CCCC(=CCCC(=CCCC(C)=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(OP([O-])(=O)OC1(C(NC(=O)C)C(OC(C)C(=O)NC(C)C(=O)NC(C(=O)[O-])CCC(=O)NC(CCCC([N+])C(=O)[O-])C(NC(C)C(=O)NC(C)C([O-])=O)=O)C(O)C(CO)O1))([O-])=O)C)C)C)C)C)C)C,1716.978882
CPD0-2277,C68H106N12O37,NA,NA,NA,NA,NA,CC2(C(=O)NC(C(NC(CCCC(C(=O)O)NC(=O)C(NC(C(NC(=O)C(NC(C(OC5(C(OC1(C(NC(=O)C)C(O)C(O)C(CO)O1))C(CO)OC(OC4(C(CO)OC(OC3(C(CO)OC=C(NC(=O)C)C(OC(C(N2)=O)C)3))C(NC(C)=O)C(O)4))C(NC(C)=O)5))C)=O)C)CCC(=O)O)=O)CCCC(C(=O)O)N)C(=O)O)=O)CCC(O)=O),1682.678182
C4,C86H140N7O21P2,NA,NA,NA,NA,NA,CC(C)=CCCC(C)=CCCC(C)=CCCC(=CCCC(=CCCC(=CCCC(C)=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(OP(=O)([O-])OC1(OC(CO)C(O)C(OC(C)C(=O)NC(C)C(=O)NC(CCC(NC(CCCC[N+])C(=O)NC(C)C(NC(C(=O)[O-])C)=O)=O)C([O-])=O)C(NC(C)=O)1))[O-])C)C)C)C)C)C)C,1672.989053
ADENOSYLCOBINAMIDE-GDP,C68H95N21O21P2Co,NA,NA,COBALSYN-PWY,COBALAMIN5PSYN-RXN,COBINPGUANYLYLTRANS-RXN,CC(OP([O-])(=O)OP(=O)([O-])OCC1(OC(C(O)C(O)1)N3(C=NC2(C(=O)NC(N)=NC=23))))CNC(=O)CCC%11(C)(C(CC(=O)N)C%13(C%14(C)(C(C)(CC(N)=O)C(CCC(N)=O)C7(=[N+]([Co--]8%12(CC6(C(O)C(C(N5(C=NC4(C(N)=NC=NC=45)))O6)O))([N+]%10(C(=CC9(C(CCC(N)=O)C(C)(CC(N)=O)C(=C(C)7)[N+]8=9))C(C)(C)C(CCC(N)=O)C=%10C(C)=C%11N%12%13)))%14)))),1664.597513
